Classification,Name,Contact,Communication_Preference,Phone,Invoice_Email,Route,Rating,csp
DBSQ,VEUX TU UNE BIÈRE?,Gabriel / Philippe,Courriel,(514) 871-2771,veuxtuunebiere@gmail.com,Montréal Hebdo,3
DBSQ,VEUX TU UNE BIÈRE? SAINT-LAURENT,Patrice,Courriel,(514) 871-2663,veuxtuunebiere@gmail.com,Montréal Hebdo,3
DBSQ,VEUX TU UNE BIÈRE? ST-ZOTIQUE,Julien / Patrice,Courriel,(514) 871-2661,VEUXTUUNEBIERE@GMAIL.COM,Montréal Hebdo,3
Pit Caribou,PUB PIT CARIBOU MONTREAL,Francis Melançon,Courriel,,PUBPITCARIBOUMTL@GMAIL.COM,Montréal Hebdo,1,csp
Général,BROUE PUB BROUHAHA (FÛT),Philippe,Courriel,(514) 271-7571,philippe.labrie@gmail.com,Montréal Hebdo,2,csp
9358-2641 QC INC,Youri Bussieres,Cell + Email,(514) 543-4255,vin@helicopteremtl.com,Montréal Hebdo,3,csp
DBSQ + AA,BOUCHERIE AAA (Glacière de l'est),Pier-Luc / Philippe,Courriel,(514) 493-0759,Boucherieaaa@gmail.com;,MTL Est 1,1
DBSQ + AA,LE FRIGO DE BACCHUS,Phil,Courriel,(438) 383-7446,lefrigodebacchus@gmail.com;,MTL Est 1,1
DBSQ,LE FRIGO DES DIEUX,Phil,Courriel,(438) 383-7446,lefrigocommande@gmail.com;,MTL Est 1,1
Général,BOUCHERIE BEAUBIEN INC (2000),Daniel,Courriel,(514) 527-0221,daniel.malo@hotmail.ca;,MTL Est 1,2
Général,IGA EST CHARTRAND,M. Chartrandiga00151epicerie@sobeys.com,Courriel,(514) 279-3138,iga00151montreal@sobeys.com;,MTL Est 1,2
Général,INTER MARCHE BOYER,Jason,Telephone,(514) 598-5946,GERANTS.BOYER@HOTMAIL.COM;,MTL Est 1,2
Général,LA FROMAGERIE HAMEL,Laurence,Telephone,(514) 355-6657,LAURENCE@FROMAGERIEHAMEL.COM;,MTL Est 1,2
Général,LA POMME D'API,Geneviève,Courriel,(514) 727-1437,INFO@LAPOMMEDAPI.CA;,MTL Est 1,2
Général,LES ENTREPRISES OUELLET ET RAYMOND,Maxime,Telephone,(514) 526-6996,denisrichelieu1056@gmail.com;,MTL Est 1,2
Général,WILLIAM J WALTER (SAUCISSIER HOCHELAGA),Benjamin,Courriel,(514) 523-5444,WJWHOCHELAGA@GMAIL.COM;,MTL Est 1,2
2% Gestion,(2478) 9408-6477 QUÉBEC INC.,David Descoteaux,Telephone,(514) 385-1760,;,MTL Est 1,3
2% Gestion,(2489)  METRO 9405-2123 QUEBEC INC.(alimentation hugo desbiens),Pierre-Olivier .,,(514) 254-0126,;,MTL Est 1,3
2% Gestion,5321 MARCHE DIAZ INC.,,Telephone,(514) 543-9111,;,MTL Est 1,3
Alimentation Poivre et Sel,,Pivohub / tel,(514) 722-8600,info@alimentationpoivretsel.com;,MTL Est 1,3
DEPANNEUR  POPULAIRE(POP 600),Richard Guo (anglo),Cell + Email,(514) 462-4800 cell,RICHARDGUO_MTL@YAHOO.CA;,MTL Est 1,3
Général,DEPANNEUR DE LA PISTE,Yvon,Courriel,(514) 642-5585,YVONGIR14@HOTMAIL.COM;,MTL Est 1,3
Général,DEPANNEUR FUQUAN,Marie,Telephone,(514) 522-4280,HAPPY-MAN-888@HOTMAIL.COM;,MTL Est 1,3
Général,DEPANNEUR MONT ROYAL,Yan,Courriel,(514) 522-1122,DEPANNEURROYAL@GMAIL.COM;,MTL Est 1,3
Depanneur Royal,,Pivohub / tel,,depanneurroyal@gmail.com;,MTL Est 1,3
Général,Iga extra Langelier #259,Martin Lehouiller,Phone,(514) 254-5454,iga00259direction@sobeys.com;,MTL Est 1,3
Général,LE MARCHE DE LA TERRE,Philippe Gaston,Courriel,(514) 374-8234,MDLT@VIDEOTRON.CA;,MTL Est 1,3
Marché 3 Piliers,,Courriel,(514) 705-2648,commandes@3piliers.ca;,MTL Est 1,3
Général,Marche 7 jours,Imad Abdallah,Telephone,(514) 721-4989,;,MTL Est 1,3
2% Gestion,MARCHÉ ST-JACQUES 26141,SEBASTIEN PONTON .,Cell + Email,(514) 524-4111,;,MTL Est 1,3
Général,MARCHE TELLIER BEAUBIEN INC,Mathieu .,Telephone,(514) 259-8281,IGA00677DIRECTION@SOBEYS.COM;,MTL Est 1,3
Général,MARCHE TELLIER JEAN-TALON INC,Raymond Girard,Telephone,(514) 728-3535,IGA00669DIRECTION@SOBEYS.COM;,MTL Est 1,3
2% Gestion,METRO 20102: METRO SUPERMARCHE ANJOU,Sylvain lecavalier app vendredi cell: 514-774-5244,Telephone,(514) 352-5447,gerant20102@groupemessier.com;,MTL Est 1,3
2% Gestion,METRO 2387 : ALIM PATRICK BOISCLAIR,MAXIME DION .,Telephone,(514) 725-9321,;,MTL Est 1,3
2% Gestion,Metro 2447 ERIC DULED,Alexandre,Telephone,(514) 640-5167,MF022307OPR@METRO.CA;,MTL Est 1,3
2% Gestion,METRO 2448 : ALIMENTATION SYLVAIN DAIGLE,Marc-Olivier (av.14h),Telephone,(514) 259-8403,MF022448OPR@METRO.CA;,MTL Est 1,3
2% Gestion,METRO 2461 : (9331-5888 QC INC),DAREN .,Telephone,(514) 524-8850,MF022461OPR@METRO.CA;,MTL Est 1,3
Général,METRO BEAULIEU MONT-ROYAL,,Telephone,(514) 522-5146,gricard@metrobeaulieu.ca;,MTL Est 1,3
2% Gestion,METRO RICHELIEU INC.25963,Mathieu Audet,Telephone,(514) 642-2269,MS025963ADM@METRO.CA;,MTL Est 1,3
2% Gestion,Metro St-Joseph 0421,Jean-François Daneau - poste 42147,Cell + Email,(514) 254-6689,gerepic0421@groupemessier.com;,MTL Est 1,3
ORLEANS EXPRESS,STEPHANIE BESNER,Pivohub / tel,(514) 806-0738,;,MTL Est 1,3
Général,TABAGIE VARIETERANGER,Judy .,Courriel,(514) 507-9798,judy03mont@yahoo.com;,MTL Est 1,3
Général,WJW MONT-ROYAL,Dominique ou Benjamin,Courriel,(514) 528-1901,wjwmontroyal@gmail.com;,MTL Est 1,3
2% Gestion,METRO 5975 : METRO SUPER C PIE IX,Mustafa off lundi,,(514) 521-6799,MS005975ADM@METRO.CA;,MTL Est 1,5
Général,LE ELSDALE CAFE & BUVETTE,Joël,Courriel,(514) 725-9769,resto@elsdale.cafe;,MTL Est 1,2,csp
Bernard et fils Traiteur,Julie Marie,,(514) 525-4930,info@bernard-traiteur.com;,MTL Est 1,3,csp
Général,Binerie Mont-Royal,Philippe .,Telephone,(514) 285-9078,jpbrunetcan@gmail.com;,MTL Est 1,3,csp
Général,BROUEHAHA PAPINEAU,ERIC .,Courriel,(438) 380-5563,ERIC.BROUHAHA.AHUNTSIC@GMAIL.COM;,MTL Est 1,3,csp
Général,Gaspesie Bistro Gourmand,Sylvain Pelletier Cell: 514-238-0268,Cell Phone,(514) 238-0268,pa.doiron@horizonocean.com;sylvainpelletier40@gmail.com,MTL Est 1,3,csp
Général,LE TRÈFLE,,Courriel,(438) 386-3737,karine@letemple.ca;,MTL Est 1,3,csp
Général,RANDOLPH PUB LUDIQUE ROSEMNONT,Daniel,Courriel,(438) 387-4001,rosemont.service@randolph.ca;,MTL Est 1,3,csp
Général,YISST,Catherine Archambault,Courriel,(514) 439-0992,INFO@YISST.COM;,MTL Est 1,3,csp
Événementiel,HORIZON ET OCEAN,Pierre-Andree / JS / Martin,Telephone,,PA.DOIRON@HORIZONOCEAN.COM;,MTL Est 1,4,csp
2% GESTION + AA,METRO 1290: METRO LAURIER,emile (pas lundi ap. 13h) c. 514-839-5491,Telephone,(514) 524-8788,trousseau@metrobeaulieu.ca,MTL Est 2,1
AA,ILS EN FUMENT DU BON INC,Vincent Autre: (514) 286-1286,Courriel,(514) 758-0123,boutique@ilsenfumentdubon.com,MTL Est 2,2
AA,WILLIAM J WALTER - FLEURY,Dominic,Courriel,(514) 383-2999,boiregrand@gmail.com,MTL Est 2,2
2% Gestion,2446 ALIMENTATION MATHIEU RAINVILLE INC.,stephane simard,Telephone,(514) 354-0282,,MTL Est 2,3
Général,BIÈROTHÈQUE,Dominique (11 am) Attention Paiement,Telephone,(514) 360-4278,BIEROTHEQUE@GMAIL.COM,MTL Est 2,3
Boutique Hellvis et candyshop,Elvis Johnson 514-251-9955,Cell + Email,(438) 877-0022,elvisincj@hotmail.com,MTL Est 2,3
Général,DEPANNEUR DE L'EST,Louis,Telephone,(514) 273-8174,depanneurest@gmail.com,MTL Est 2,3
Général,DEPANNEUR EXPRESS FLEURY,Jun Li,Courriel,(514) 387-2073,johnny.lijun0518@gmail.com,MTL Est 2,3
DEPANNEUR KAHERA,MICHAEL .,Pivohub / tel,(514) 927-3081,lekahera@outlook.com,MTL Est 2,3
Général,DEPANNEUR LANA,BASSAM HAMIEH .,Telephone,(514) 298-0958,BRAMIEH@HOTMAIL.COM,MTL Est 2,3
AA,DEPANNEUR SIMON ANTHONY,Leon / Serkis,Telephone,(514) 272-3632,DEP.SIMONANTHONY@HOTMAIL.COM,MTL Est 2,3
Général,EPICERIE DU COIN,TONY .,Telephone,(514) 525-1881,DIABLOANTONY@MSN.COM,MTL Est 2,3
Général,IGA 8044 extra Famille Godin  Alimentation Pointe-aux-Trembles,Robert .,Telephone,(514) 498-2220,iga08044hautedirection@sobeys.com,MTL Est 2,3
Général,IGA MARCHE BARCELO INC,Charles Boucher,Courriel,(514) 270-9440,IGA00454MONTREAL@SOBEYS.COM,MTL Est 2,3
Général,IGA MARCHE DEZIEL 00569,maxime poser après 13h,Telephone,(514) 725-9323,IGA00569MARCHEDEZIEL@SOBEYS.COM,MTL Est 2,3
Général,IGA MILLEN 8383,Michael Martel,Courriel,(438) 382-9963,iga08383hautedirection@sobeys.com,MTL Est 2,3
Général,MAGASIN GENERAL DE CASTELNAU,Stéphane app quand on va avoir des cans,Telephone,(514) 502-9787,info@mgdecastelnau.com,MTL Est 2,3
Général,MARCHE BARCELO INC (TRADITION/SOBEYS),Charles Boucher,Courriel,(514) 277-9516,TRA08721MARCHEBARCELO@SOBEYS.COM,MTL Est 2,3
2% Gestion,Marché Royal,Peter Loupessis cell514-582-6982,Cell + Email,(514) 276-6982,marcheroyalplus@msn.com,MTL Est 2,3
Général,METRO 0332 : ANDRE-GRASSET,LUC 514-743-0619 app aux 2 semaines,Courriel,(514) 382-1465,,MTL Est 2,3
2% Gestion,METRO 1082 : MARCHÉ BIGRAS,Yoan AM,Telephone,(514) 523-5882,ma001082opr@metro.ca,MTL Est 2,3
2% Gestion,METRO 2154: METRO MARCANIO -,Jason Cianci veut la can et non la btl,Telephone,(514) 729-1866,MA002154ADM@METRO.CA,MTL Est 2,3
Général,METRO 22466 : ALIMENTATION DANIEL HOULE,Daniel Bergeron,Telephone,(514) 525-5090,mf022466opr@metro.ca,MTL Est 2,3
METRO 2440 : ALIMENTATION PATRICK LEMAY,DAVID,Telephone,(514) 385-1760,mf022440opr@metro.ca,MTL Est 2,3
2% Gestion,METRO 5920,Marc .,Cell + Email,(514) 323-4370,,MTL Est 2,3
Général,PROVIGO GUILLAUME CHARTRAND,Guillaume Chartrand,Pivohub / tel,(514) 381-1301,SMP8193D@PROVIGO.CA,MTL Est 2,3
Général,Provi-soir,William .,,(514) 975-7145,,MTL Est 2,3
Général,DEPANNEUR EQUIVALAND,M. Li,Courriel,(514) 273-2143,LIHUANGRR@YAHOO.COM,MTL Est 2,4
Général,LA VIE EN VERT,Harry .,Telephone,(514) 722-2200,marchevieenvert@gmail.com,MTL Est 2,5
Général,Bier Markt.,Ian McLeod,Courriel,(514) 864-7575,exploitation.montreal@recipeunlimited.com,MTL Est 2,1,csp
Général,ISLE DE GARDE,Michael Courriel only,Courriel,(514) 268-0301,simon@isledegarde.com,MTL Est 2,1,csp
Général,BILY KUN,Alexandre,Courriel,(514) 506-5206,INFO@BILYKUN.COM,MTL Est 2,3,csp
Général,ETOH BRASSERIE,Mireille,Courriel,(514) 508-9894,francoisbelanger@etohbrasserie.com,MTL Est 2,3,csp
Général,LE SAINT-BOCK,Julien .,Courriel,(438) 402-1557,info@saintbock.com,MTL Est 2,3,csp
Général,LE ZOTIQUE,Dino 514-770-3466,,(514) 903-5899,dinor97@hotmail.com,MTL Est 2,3,csp
Général,PUB ILE NOIRE,Simon-Pierre Lepage Apres 10:30 et avant 15h,Telephone,(514) 982-0866,ILE.NOIRE@QC.AIRA.COM,MTL Est 2,3,csp
Général,Z Biztro,M. Bhoobun,Courriel,(514) 404-6657,BHOOBUN.R@VIDEOTRON.CA,MTL Est 2,3,csp
DBSQ,MALTEHOPS,Patrick,Courriel,(514) 903-2337,maltehops1671@gmail.com;,MTL Ouest,1
Général,BOUTIQUE CHEERS,CATHERINE ROUX .,Courriel,(514) 516-6014,catherine@boutiquecheers.com;,MTL Ouest,2
Général,COMPTOIR STE-CECILE,Adèle,Courriel,(514) 271-9888,COMPTOIRSAINTECECILE@GMAIL.COM;,MTL Ouest,2
AA,DEPANNEUR AS VIDEO,Annie Pas gros volume,Telephone,(514) 277-4645,asbieresduquebec@gmail.com;,MTL Ouest,2
AA,DEPANNEUR BRISSON,Dominic / Karine,Courriel,(450) 371-2352,DEPANNEURBRISSON@HOTMAIL.COM;,MTL Ouest,2
DBSQ + AA,EPICERIE PRETTE,Alain / Maude,Telephone,(514) 695-7888,alain.anader@gmail.com;,MTL Ouest,2
Espace houblon Fleury,Francis .,Courriel,(514) 439-2332,INFO@ESPACEHOUBLON.CA;,MTL Ouest,2
Général,FROMAGERIE ATWATER,Hamid c. 514-951-0163,Courriel,(514) 932-9731,LAKROUTHAMID@HOTMAIL.COM;,MTL Ouest,2
Général,IGA MARCHE FAMILLE GADOUA,Claude Gadoua 514-889-4049,Cell Phone,(450) 429-4656,IGA08293C.gadoua@SOBEYS.COM;,MTL Ouest,2
AA,Le decapsuleur,Marc-Antoine Laplante,Telephone,(514) 545-4220,commande@decapsuleur.ca;,MTL Ouest,2
Général,LE GOBELET,Jinfa Zhou (anglo),Courriel,(450) 455-1667,legobelet78@gmail.com;,MTL Ouest,2
DBSQ + AA,L'EPICERIE LA CONSIGNE,Guillaume,Courriel,(514) 445-2966,info@laconsigne.ca;,MTL Ouest,2
Général,PROVIGO ERIC BOIVIN (liege 8172),eric Boivin,Courriel,(514) 384-5101,SMp8172D@PROVIGO.CA;,MTL Ouest,2
Général,SUPER MARCHE RAHMAN,M. Rahman (Anglo) (ap. 15h),Telephone,(514) 279-2566,SKMOSHIQUR@HOTMAIL.COM;,MTL Ouest,2
2% Gestion,21305 (METRO)COOPÉRATIVE DE SOLIDARITÉ DE BELLEVUE,Francois .,Courriel,(514) 457-5731,gerant@coopbellevue.com;,MTL Ouest,3
2% Gestion,2430 (METRO) Alimentation Marie-Josée Bernard inc.,Mathieu Durivage,Telephone,(514) 300-8905,mf022430mgr@metro.ca;,MTL Ouest,3
2% Gestion,2436 ALIMENTATION DANIEL CREVIER INC.,PETER .,Telephone,(514) 737-3511,;,MTL Ouest,3
2% Gestion,2455 ALIMENTATION GIOVANNI RUSSO (2004) INC.,Santa santa,Cell Phone,(514) 695-5811,;,MTL Ouest,3
2% Gestion,5941 VAUDREUIL,Sébastien ABSENT MARDI,Telephone,(450) 455-6222,;,MTL Ouest,3
2% Gestion,6814 AMI (DEPANNEUR GRENIER),martin il tient pas nos produits,Telephone,(450) 269-2505,;,MTL Ouest,3
Général,COMPTOIR GOURMAND DELISSIMO (WJW),Linda,Courriel,(450) 921-2321,DELISSIMO-WJW@HOTMAIL.FR;,MTL Ouest,3
Général,DEPANNEUR AU COIN DULUTH,Yan . anglo,Telephone,(514) 288-8830,AUCOINDULUTH1@YAHOO.FR;,MTL Ouest,3
Dépanneur Baktar Attila,Parviz Azizi,Cell + Email,(450) 373-0606,cheminlarocque526@gmail.com;,MTL Ouest,3
Général,Depanneur Card's,Dany Cardinal,Cell Phone,(450) 373-4313,depanneurcards@hotmail.ca;,MTL Ouest,3
Général,DEPANNEUR CHEZ CLAUDE ET CLAUDETTE,ROBERT .,Telephone,(514) 933-0833,robertkim00@gmail.com;,MTL Ouest,3
Général,DEPANNEUR LECLERC DE LUNE,élie .,Courriel,(514) 279-6498,ELIETANAL@HOTMAIL.COM;,MTL Ouest,3
Général,DEPANNEUR PARISOIR,Gilbert / Malouf Specialité mais aucun volume,Cell + Email,(514) 747-3574,gilbertocanada@hotmail.com;,MTL Ouest,3
Général,DEPANNEUR VILLENEUVE,Vicky,Courriel,(514) 834-8002,depa5142786774@gmail.com;,MTL Ouest,3
EPICERIE DEPANNEUR VIDEO,CLAUDE/TI-BI .,Telephone,450-452-2729,DEPANNEUR.VIDEO@VIDEOTRON.CA;,MTL Ouest,3
Général,ÉPICERIE MODERNE,SOPHIE RICHARD (514.569.0062) .,Courriel,(438) 386-1668,COBRAGIRL.01@GMAIL.COM;,MTL Ouest,3
IGA 8253 Marché Atwater,Thierry Fournier ou Guy,,(514) 933-0995,iga08253westmount@sobeys.com;,MTL Ouest,3
IGA 8378 Extra Vincent,Claude c. 450-921-1958,Cell + Email,(450) 373-0251,claude_vincent@cgocable.ca;,MTL Ouest,3
IGA EXTRA FAMILLE LALONDE,Enrico Lalonde,PivoHub/Tel/Courriel,(514) 685-5252,iga00517compt@sobeys.com;,MTL Ouest,3
Général,IGA EXTRA FAMILLE VIAU (8248),Mike Deschambeault c. 450-802-8184,Courriel,(450) 455-1230,mike@microtournee.com;,MTL Ouest,3
IGA EXTRA ST-HENRY,PATRICK VERREAULT,Pivohub / tel,(514) 566-4221,iga08063hautedirection@sobeys.com;,MTL Ouest,3
Général,IGA Famille Drolet et Paquette,bobby rochefort,Courriel,(450) 267-8177 poste636,iga08029coteaudulac@sobeys.com;,MTL Ouest,3
Général,IGA FAMILLE DUCHEMIN,Lucie Racine Daniel Duchemin,Telephone,(514) 336-8085,IGA08547SAINTLAURENT@SOBEYS.COM;,MTL Ouest,3
Général,IGA LACHINE-8316,François Nantel,Courriel,(514) 634-0124,IGA08316MARCHEJEV@SOBEYS.COM;,MTL Ouest,3
Général,IGA SUPERMARCHE DON QUICHOTTE,Simon,Courriel,(514) 453-3027,IGA00282HAUTEDIRECTION@SOBEYS.COM;,MTL Ouest,3
Général,MARCHE DE L'ALIMENTATION IGA CHAMPAGNE,Michael,Telephone,(514) 889-5593,iga08303verdun@sobeys.com;,MTL Ouest,3
Général,MARCHE G LALIME,Max Lalime (am),Telephone,(514) 273-4477,D.LALIME@HOTMAIL.CA;,MTL Ouest,3
2% Gestion,METRO 0455: METRO FORDHAM,shirley-anne poste 630 cell 450-567-2820,Telephone,(450) 267-3343,shirley@metrofordham.com;,MTL Ouest,3
2% Gestion,METRO 22368 : ALIMENTATION ERIC DA-PONTE,Rene Temps d'attente très long,Telephone,(514) 738-7377,MF022368OPR@METRO.CA;,MTL Ouest,3
2% Gestion,METRO 22399 : ALI FIORELLO VELLUCCI ( westmount ),Denis Cyr (midi),Telephone,(514) 488-4083,MF022399OPR@METRO.CA;,MTL Ouest,3
2% Gestion,METRO 2288 : METRO VAUDREUIL,Christine cell:514-515-1775,Telephone,(450) 424-6516,MF022288OPR@METRO.CA;,MTL Ouest,3
2% Gestion,METRO 2289 : METRO LES 5 SAISONS,Jean Jamais mercredi,Courriel,(514) 276-1244,MF022289OPR@METRO.CA;,MTL Ouest,3
2% Gestion,METRO 2330 : ALIMENTATION GUY LEVAC INC,Daniel (je lui ai dis ce qui a de besoin :),Telephone,(450) 370-1444,MF022330OPR@METRO.CA;,MTL Ouest,3
2% Gestion,METRO 2391 : ALIMENTATION D COUTU (1996) INC,Daniel Robichaud apres 14h,Telephone,(514) 697-6520,MF022391OPR@METRO.CA;,MTL Ouest,3
Général,METRO 2416 : ALIMENTATION FRANÇOIS GERMAIN,Daniel Savard,Telephone,(514) 938-4747,MF022416OPR@METRO.CA;,MTL Ouest,3
Général,METRO 2423: ALIMENTATION ISABELLE PIERRE-AUGUSTE I,jessy .,,(514) 843-3530,;,MTL Ouest,3
2% Gestion,Metro 2431 Plus Dollard (Alimentation Remi Arbour),Gerlin .,Phone,(514) 364-3492,mf022431opr@metro.ca;,MTL Ouest,3
2% Gestion,METRO 2482 : ALIMENTATION ERIC HAUPTMAN (2004) INC,Luc,Telephone,(514) 488-5171,;,MTL Ouest,3
2% Gestion,METRO SUPER C 5952 : ATWATER,Yan-Erick 514-917-0760 cell,Telephone,514-939-3542,;,MTL Ouest,3
Général,Provigo Île des Soeurs 8807,Maxime Gauthier,Cell + Email,(514) 761-7207,smp8807g@provigo.ca;,MTL Ouest,3
Général,PROVIGO MONA TURBIDE,Walter .,Telephone,(514) 482-7273,SMP8657D@PROVIGO.CA;,MTL Ouest,3
Général,Provigo montreal St-Jacques (8808),Graham Barret,Cell + Email,(514) 481-6959,smp8808g@provigo.ca;,MTL Ouest,3
Général,Supermarche Lipari Inc,Tony 514-928-0772,Telephone,(514) 486-3254,iga00108epicerie@sobeys.com;,MTL Ouest,3
Général,SUPREMARCHE CLIFTON (MARCHE AMI),,Telephone,(514) 486-3851,;,MTL Ouest,3
WJW WALTER VAUDREUIL,luc laprairie,,(450) 455-3339,;,MTL Ouest,3
Général,IGA GESTION FAMILLE DEZIEL,claude .,Telephone,(450) 424-3549,iga0056vaudreuil@sobeys.com;,MTL Ouest,4
Général,IGA MARTIN JPJ,Pierre Martin C. 514-273-9364,Courriel,(514) 684-2807,IGA08543COMPT@SOBEYS.COM;,MTL Ouest,4
2% Gestion,METRO 0206: METRO RIGAUD,Francois .,Courriel,450-451-0520,MA000206ADM@METRO.CA;,MTL Ouest,4
2% Gestion,METRO 22434: METRO,Vincent .,Telephone,(514) 747-3145,;,MTL Ouest,4
2% Gestion,METRO 2427 : ALIMENTATION ISABELLE PIERRE AUGUSTE,Leo Durocher 83jours - longue attente Tél,Telephone,(514) 486-3042,MF022423OPR@METRO.CA;,MTL Ouest,4
2% Gestion,METRO 2435 : ALIMENTATION ALESSANDRO GENTILE INC,thomas ou amin,Telephone,(514) 695-2411,;,MTL Ouest,4
Général,MARCHE FRANCY,Caroline Atine,Courriel,(514) 846-1296,;,MTL Ouest,5
2% Gestion,METRO 4509 : METRO DEPANNEUR ALAIN,Alain,Courriel,(450) 371-3157,DEPANNEURALAIN1@GMAIL.COM;,MTL Ouest,5
2% Gestion,METRO 5944:METRO SUPER C VALLEYFIELD,René. 54jours rien,Telephone,450-373-4543,MS005944ADM@METRO.CA;,MTL Ouest,5
LE MONOPOLE CAFÉ,Gabriel Gallant,PivoHub/Courriel,(514) 504-9906,monopole.cafe@gmail.com;,MTL Ouest,,csp
Général,BIER MARKT,Ian McLeod,Courriel,(514) 864-7575,exploitation.montreal@recipeunlimited.com;,MTL Ouest,1,csp
Général,BISTRO VICE VERSA,Yan,Courriel,(514) 806-2100,sommelier@vicesetversa.com;,MTL Ouest,1,csp
Général,BAR DARLING,Marcos Almaguer,Courriel,(514) 379-1233,marcos@bardarling.com;,MTL Ouest,2,csp
Microbrasserie,BRASSERIE HARRICANA,Francis Richer,Courriel,,mpveilleux@brasserieharricana.com;,MTL Ouest,2,csp
Général,CANDIDE,Carole (418-760380),Courriel,(514) 447-2717,info@restaurantcandide.com;,MTL Ouest,2,csp
Général,CONCEPT TOM MONTREAL,Gianni .,,(514) 949-5484,hugo.deligny@timeoutmarket.com;,MTL Ouest,2,csp
Général,FAIRMONT LE REINE ELIZABETH,Carmin Iantosca,Courriel,(438) 501-8050,carmine.iantosca@fairmont.com;,MTL Ouest,2,csp
PUB BREWSKEY,Guillaume,Courriel,(514) 240-2201,guillaume@brewskey.ca;,MTL Ouest,2,csp
Général,ACCORDS BISTRO,Vincent Bergeron,Courriel,(514) 508-2122,SOMMELLERIE-BISTRO@ACCORDS.CA;,MTL Ouest,3,csp
Général,LES 100 GENIS,Par Courriel Only,Courriel,(514) 396-8887,pub.gerant@aeets.com;,MTL Ouest,3,csp
Général,PUB CAFE LA MAÎTRESSE,Geneviève Cadrin,Courriel,(450) 601-5407,PUBCAFELAMAITRESSE@GMAIL.COM;,MTL Ouest,3,csp
Général,TAVERNE DE LA FERME,Summer Eastwood,Courriel,(450) 829-2028,Summer.eastwood@gmail.com;INFO@TAVERNEDELAFERME.CA,MTL Ouest,3,csp
Général,9374-7889 QUEBEC INC.,Francois Dallaire Autre; 514-842-2912,Courriel,(514) 978-3865,francois@restaurantepik.com,MTL Ouest,4,csp
Général,BIRRA BAR À BIÈRES,Weena Cliche,Courriel,(514) 447-3154,INFO@BIRRA.CA;,MTL Ouest,4,csp
Général,CARIBOU GOURMAND,Christophe .,Courriel,(438) 387-6677,CARIBOUBISTRO@GMAIL.COM;,MTL Ouest,5,csp
DBSQ + AA,BOUTIQUE BROUE HAHA,gilles pommet,Courriel,(819) 503-3906,commandes@brouehaha.com,Outaouais,1
AA,DEPANNEUR RAPIDO,sandra gestionlopes@hotmail.com,Cell + Email,(819) 684-7345,gestionsandralopes@hotmail.com,Outaouais,2
Général,IGA EXTRA DES GRIVES,Steven,Courriel,(819) 771-1616,sjp101@live.ca,Outaouais,2
Général,IGA EXTRA FAMILLE CHARLES,MARTIN GRAVEL,Telephone,(819) 459-2326,mgravel@marquevel.com,Outaouais,2
Général,LE BRASSE-CAMARADE,Frederic,Courriel,(819) 983-1922,lebrassecamarade@hotmail.com,Outaouais,2
AA,WJW FINES ET FUTES,Serge,Courriel,,serge@fineetfutes.ca,Outaouais,2
2% Gestion,2471 METRO LIMBOURG (ALIMENTATION FREDERIK LEBLANC),CEDRICK .(819-208-5949) .,Telephone,(819) 561-3772,,Outaouais,3
2% Gestion,6959 (METRO) 9364-5661 QUÉBEC INC.(DÉPANNEUR BONNE-HEURE,wen wen,Telephone,(819) 459-3434,,Outaouais,3
Général,GARAGE PIERRE PAUL DESFORGES,Marie-Ève,Courriel,(819) 242-1234,petroact@hotmail.com,Outaouais,3
IGA  Famille Plante,Dominick .,Cell + Email,(819) 893-7890,iga08010hautedirection@sobeys.com,Outaouais,3
Général,IGA EXTRA FAMILLE PLANTE,Mathieu Lauzon,Telephone,(819) 772-7774,IGA08501GATINEAU@SOBEYS.COM,Outaouais,3
Général,IGA FAMILLE CHARLES CHELSEA 08371,MARTIN GRAVEL .,Courriel,(819) 459-2326,mgravel@marquevel.com,Outaouais,3
IGA Saint-Jacques 2038578,Olivier clément poste 246,Pivohub / tel,(819) 643-3384,iga08023gatineau@sobeys.com,Outaouais,3
Général,IGA ST-JOSEPH (PLACE CARTIER),Mathieu lepine,Phone,(819) 770-9132,IGA08476hautedirection@SOBEYS.COM,Outaouais,3
Général,MARCHE WAKIM,alexis .,Courriel,(819) 205-1533,sir.arochon@gmail.com,Outaouais,3
Général,METRO 1098 : METRO PLUS AYLMER,Zach,Telephone,(819) 685-3490,MA001098ADM@METRO.CA,Outaouais,3
2% Gestion,METRO 20112 : METRO KELLY MALONEY,Stephane roystef99@hotmail.com,Courriel,(819) 643-2353,MA020112ADM@METRO.CA,Outaouais,3
2% Gestion,METRO 20122 : CHENEVILLE,Mario Hince,Courriel,(819) 428-3966,mariohince@hotmail.com,Outaouais,3
2% Gestion,METRO 22339 : ALIMENTATION REJEAN COSSETTE,Mr Campeau,Telephone,(819) 561-5478,MF022339OPR@METRO.CA,Outaouais,3
Général,METRO 2283 : METRO PLUS BUCKINGHAM,Daniel Parent,Telephone,(819) 986-5761,MF022283OPR@METRO.CA,Outaouais,3
2% Gestion,METRO 2400 : ALIMENTATION PHILIPPE PILON,Tristan (app jeudi),Telephone,(819) 778-7330,MF022400OPR@METRO.CA,Outaouais,3
2% Gestion,METRO 3614 : METRO MARCHE G ISABELLE,Joel Isabelle,Courriel,819-777-3843,joel.marchegisabelle@gmail.com,Outaouais,3
